"","index","name","lon","lat","popular_times","time_spent","current_popularity","filled","peak","sun0","sun1","sun2","sun3","sun4","sun5","sun6","sun7","sun8","sun9","sun10","sun11","sun12","sun13","sun14","sun15","sun16","sun17","sun18","sun19","sun20","sun21","sun22","sun23","mon0","mon1","mon2","mon3","mon4","mon5","mon6","mon7","mon8","mon9","mon10","mon11","mon12","mon13","mon14","mon15","mon16","mon17","mon18","mon19","mon20","mon21","mon22","mon23","tue0","tue1","tue2","tue3","tue4","tue5","tue6","tue7","tue8","tue9","tue10","tue11","tue12","tue13","tue14","tue15","tue16","tue17","tue18","tue19","tue20","tue21","tue22","tue23","wed0","wed1","wed2","wed3","wed4","wed5","wed6","wed7","wed8","wed9","wed10","wed11","wed12","wed13","wed14","wed15","wed16","wed17","wed18","wed19","wed20","wed21","wed22","wed23","thu0","thu1","thu2","thu3","thu4","thu5","thu6","thu7","thu8","thu9","thu10","thu11","thu12","thu13","thu14","thu15","thu16","thu17","thu18","thu19","thu20","thu21","thu22","thu23","fri0","fri1","fri2","fri3","fri4","fri5","fri6","fri7","fri8","fri9","fri10","fri11","fri12","fri13","fri14","fri15","fri16","fri17","fri18","fri19","fri20","fri21","fri22","fri23","sat0","sat1","sat2","sat3","sat4","sat5","sat6","sat7","sat8","sat9","sat10","sat11","sat12","sat13","sat14","sat15","sat16","sat17","sat18","sat19","sat20","sat21","sat22","sat23"
"85",85,"Clementi Ave 3 Blk 448",1.31341259903736,103.762363050918,0,"People typically spend 30 min to 1 hr here",63,0,9,0,0,0,0,0,0,0,52,85,100,94,86,81,72,56,44,45,55,60,52,34,0,0,0,0,0,0,0,0,0,0,33,46,48,43,47,59,54,32,17,22,40,53,49,30,0,0,0,0,0,0,0,0,0,0,43,63,62,51,54,64,56,32,20,29,47,58,50,31,0,0,0,0,0,0,0,0,0,0,45,66,67,56,57,68,60,37,26,35,52,59,52,33,0,0,0,0,0,0,0,0,0,0,58,74,66,54,59,68,62,43,29,35,54,68,63,41,0,0,0,0,0,0,0,0,0,0,54,73,65,55,62,70,61,40,27,33,52,66,60,40,0,0,0,0,0,0,0,0,0,0,60,92,98,84,80,82,74,54,41,42,51,54,47,32,0,0,0
"86",86,"Clementi West Street 2 Blk 726",1.3037846990444,103.762072050918,0,"People typically spend 20-45 min here",62,0,9,1,1,1,0,0,11,33,63,89,100,97,89,77,60,41,29,28,34,36,30,19,8,1,1,1,1,1,0,0,9,25,41,47,40,36,48,59,48,25,13,16,25,30,27,18,8,1,1,1,1,1,0,0,13,37,59,65,55,53,64,68,53,30,18,19,25,29,26,18,9,2,1,1,1,1,0,0,12,35,58,65,58,56,66,70,56,34,20,20,28,34,31,21,10,2,1,1,1,1,0,0,12,36,61,70,63,59,68,73,61,38,23,23,31,37,33,22,10,2,1,1,1,1,0,0,13,38,64,72,62,57,65,69,53,32,21,24,31,35,32,23,13,4,1,1,1,1,0,0,14,39,71,94,95,85,77,70,57,38,24,23,31,37,35,25,12,3,1
"87",87,"Commonwealth Crescent Market",1.3069481990421,103.798188950918,0,"People typically spend 20 min to 1 hr here",87,0,12,0,0,0,0,0,0,0,29,56,84,100,98,83,61,42,30,24,22,20,17,14,11,0,0,0,0,0,0,0,0,0,21,31,37,40,47,49,39,24,15,12,12,11,10,9,7,0,0,0,0,0,0,0,0,0,29,49,57,55,63,68,48,24,16,15,15,14,12,10,8,0,0,0,0,0,0,0,0,0,27,45,54,57,69,75,56,30,19,18,18,17,15,13,10,0,0,0,0,0,0,0,0,0,29,46,55,56,66,78,61,30,16,15,15,14,13,10,8,0,0,0,0,0,0,0,0,0,31,49,55,56,64,65,49,28,17,15,16,17,17,15,12,0,0,0,0,0,0,0,0,0,33,62,83,87,84,80,65,44,28,22,22,21,19,16,13,0,0
"88",88,"Commonwealth Drive Blk 1A/2A/3A (Tanglin Halt Food Centre/Commonwealth Drive Food Centre)",1.29973979904737,103.795507850918,0,"People typically spend 20-45 min here",0,0,12,0,0,0,0,0,0,0,0,0,0,0,41,43,40,31,23,19,27,40,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,94,73,38,30,36,39,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,100,81,45,35,41,46,41,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,78,71,39,32,41,49,47,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,82,63,31,26,33,39,40,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,51,46,35,30,35,44,46,36,0,0,0,0
"89",89,"Dunman Food Centre",1.30943289904028,103.899636050918,0,"People typically spend 20 min to 1 hr here",-100,0,12,0,0,0,0,0,0,0,29,44,62,81,97,100,84,61,46,44,49,51,46,36,23,12,4,0,0,0,0,0,0,0,11,18,24,34,51,64,57,39,29,34,44,50,49,41,28,16,7,0,0,0,0,0,0,0,19,25,32,49,73,87,77,52,36,35,43,51,52,46,35,22,12,0,0,0,0,0,0,0,18,24,31,49,74,84,66,39,27,30,37,41,39,32,22,12,5,0,0,0,0,0,0,0,14,24,33,44,63,80,77,55,35,33,43,55,59,53,38,22,10,0,0,0,0,0,0,0,21,31,36,44,61,74,70,51,35,34,43,54,57,50,36,21,9,0,0,0,0,0,0,0,28,47,61,68,74,83,80,63,47,44,54,63,64,55,38,22,10
"90",90,"East Coast Lagoon Food Village",1.30692989904211,103.932765350918,0,"0",0,0,20,0,0,0,0,0,0,0,0,0,0,22,32,38,41,41,44,54,69,81,82,72,52,32,0,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,12,20,32,41,42,34,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,38,49,50,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,42,54,56,44,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,44,59,62,50,30,0,0,0,0,0,0,0,0,0,0,0,0,9,12,14,14,15,21,34,52,69,76,70,53,0,0,0,0,0,0,0,0,0,0,0,19,25,29,30,32,38,51,70,88,99,100,89,69,0
"91",91,"Empress Road Blk 7 (Empress Road Market and Food Centre)",1.31626409903527,103.803437150918,0,"People typically spend 15-45 min here",96,0,11,1,1,1,1,1,6,20,42,68,90,99,92,78,65,55,50,45,39,33,26,19,12,7,2,1,1,1,1,0,4,8,14,22,33,45,54,57,51,41,31,24,20,17,14,11,7,4,1,1,1,1,1,1,4,22,57,86,85,76,90,96,69,42,31,27,24,21,17,12,8,4,1,1,1,1,1,2,12,29,50,65,70,74,83,88,75,53,37,29,25,21,17,12,8,5,1,1,1,1,1,3,11,22,37,55,71,81,83,77,66,53,43,34,26,20,15,10,5,2,1,1,1,1,1,3,11,23,39,58,73,82,81,74,62,51,42,34,28,22,16,11,6,3,0,0,1,1,1,1,8,24,52,82,100,99,88,77,69,61,51,41,32,24,18,13,9,5,3
"92",92,"Eunos Crescent Blk 4A",1.32034189903228,103.901843350918,0,"People typically spend 20-45 min here",60,0,8,0,0,0,0,0,0,34,66,91,100,95,86,73,56,43,38,40,42,41,35,25,16,0,0,0,0,0,0,0,0,24,44,50,41,35,44,51,42,27,21,25,30,32,29,22,14,0,0,0,0,0,0,0,0,31,58,69,58,50,57,59,45,29,25,29,34,35,32,24,16,0,0,0,0,0,0,0,0,36,66,76,65,58,64,64,49,32,26,31,38,42,40,33,22,0,0,0,0,0,0,0,0,37,69,80,66,58,68,71,52,33,27,33,39,40,36,28,18,0,0,0,0,0,0,0,0,37,69,82,71,58,60,64,57,43,33,33,38,41,38,30,20,0,0,0,0,0,0,0,0,42,75,98,100,89,80,73,59,43,35,35,37,37,33,26,17,0,0
"93",93,"Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre)",1.32143999903147,103.867978950918,0,"People typically spend 30 min to 1 hr here",90,0,12,0,0,0,0,0,0,0,40,67,84,90,91,90,80,60,42,42,60,76,70,44,18,2,1,0,0,0,0,0,0,19,39,50,44,44,68,90,73,36,18,26,47,62,60,42,20,5,1,0,0,0,0,0,0,20,40,52,48,45,62,81,71,40,23,32,53,68,64,44,21,5,1,0,0,0,0,0,0,24,48,58,49,46,69,91,76,40,22,32,58,77,73,49,22,5,1,0,0,0,0,0,0,23,47,58,49,47,74,100,83,43,23,33,59,78,76,53,26,7,1,0,0,0,0,0,0,22,45,55,45,43,67,91,77,42,24,33,56,74,72,53,28,9,0,0,0,0,0,0,0,19,42,61,68,68,74,82,76,53,36,40,59,76,74,54,28,9,0
"94",94,"Geylang Serai Market",1.31672839903493,103.896082650918,0,"People typically spend 30 min to 1.5 hr here",100,0,11,0,0,0,0,0,0,28,50,73,89,97,100,98,92,82,70,57,45,32,21,12,5,0,0,0,0,0,0,0,0,2,5,8,11,15,17,19,20,20,18,16,14,10,7,4,0,0,0,0,0,0,0,0,0,10,19,31,44,55,61,59,51,40,31,24,19,14,10,6,0,0,0,1,1,1,0,2,6,12,21,34,48,59,64,60,51,40,31,25,20,16,11,7,4,1,1,0,0,0,0,0,0,13,24,40,56,67,70,65,55,44,36,29,24,19,14,10,0,0,0,0,0,0,0,0,0,16,29,44,58,65,66,60,50,42,34,28,22,17,12,7,0,0,0,0,0,0,0,0,0,27,50,72,86,92,94,93,87,77,66,57,49,41,32,23,15,0,0
"95",95,"Ghim Moh Road Blk 20",1.3111246,103.7882108,0,"0",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"96",96,"Golden Mile Food Centre",1.30309079904492,103.861735850918,0,"People typically spend 30 min to 1 hr here",0,0,13,0,0,0,0,0,0,0,0,0,0,0,70,88,89,79,68,64,66,65,56,41,24,0,0,0,0,0,0,0,0,0,0,0,0,0,53,66,66,54,40,35,37,41,39,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,61,79,77,60,43,37,42,47,43,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,83,64,46,40,44,48,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,84,84,69,52,46,49,53,49,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,97,100,89,78,74,77,79,73,58,0,0,0
"97",97,"Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre)",1.31520149903606,103.893355750918,0,"People typically spend 25 min to 1 hr here",65,0,12,0,0,0,0,0,0,17,44,76,96,100,97,98,96,88,81,83,88,85,71,50,29,0,0,0,0,0,0,0,0,17,31,41,45,49,70,92,79,51,42,48,52,51,43,32,20,0,0,0,0,0,0,0,0,18,38,53,55,56,71,84,71,48,41,47,53,52,45,33,21,0,0,0,0,0,0,0,0,18,39,54,56,55,70,87,79,54,42,46,52,52,45,33,20,0,0,0,0,0,0,0,0,16,38,57,60,58,74,96,88,60,47,52,60,61,54,42,28,0,0,0,0,0,0,0,0,19,41,58,59,57,70,86,79,58,47,50,56,57,51,40,27,0,0,0,0,0,0,0,0,20,44,69,82,85,87,92,91,81,69,66,70,72,67,54,37,0,0
"98",98,"Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre)",1.28776829905614,103.827342750918,0,"People typically spend 30 min here",37,0,11,0,0,0,0,0,0,0,11,23,37,47,46,36,25,18,16,16,17,18,18,16,14,0,0,0,0,0,0,0,0,0,13,27,47,67,79,75,59,40,27,21,19,19,19,17,14,0,0,0,0,0,0,0,0,0,26,45,65,85,97,93,74,48,29,21,20,20,19,18,15,0,0,0,0,0,0,0,0,0,23,40,62,86,98,91,68,43,27,20,20,22,22,21,17,0,0,0,0,0,0,0,0,0,21,38,62,86,100,95,75,51,31,23,24,30,33,29,20,0,0,0,0,0,0,0,0,0,23,41,63,83,94,92,76,53,33,22,20,26,31,31,23,0,0,0,0,0,0,0,0,0,26,49,66,71,74,79,74,54,32,20,19,21,23,22,20,0,0
"99",99,"Holland Drive Blk 44 (Holland Drive Market and Food Centre)",1.3081669990412,103.790605150918,0,"People typically spend 25 min to 1 hr here",80,0,12,0,0,0,0,0,0,20,45,72,86,85,77,65,48,30,19,13,11,10,8,5,3,0,0,0,0,0,0,0,0,15,38,53,45,38,60,78,55,23,9,6,4,3,1,0,1,0,0,0,0,0,0,0,0,21,47,63,57,56,77,84,56,24,10,6,5,3,2,0,1,0,0,0,0,0,0,0,0,25,53,69,62,62,81,86,60,28,11,6,4,3,1,0,1,0,0,0,0,0,0,0,0,27,55,75,73,64,81,100,67,26,12,9,8,6,4,2,1,0,0,0,0,0,0,0,0,25,54,72,66,63,79,83,55,25,12,9,8,6,5,3,2,0,0,0,0,0,0,0,0,24,51,76,84,80,79,75,55,30,17,13,10,8,6,3,1,0,0
"100",100,"Holland Village Market and Food Centre",1.31121339903897,103.792842150918,0,"People typically spend 25 min to 1 hr here",83,0,12,0,0,0,0,0,0,7,16,30,50,70,84,85,74,58,48,50,60,67,63,48,29,12,3,0,0,0,0,0,0,5,17,29,34,37,56,82,73,41,30,37,47,53,51,43,31,18,8,0,0,0,0,0,0,15,30,42,45,49,69,92,83,50,34,40,56,67,67,56,39,22,9,0,0,0,0,0,0,17,29,38,42,47,61,76,76,57,38,35,49,66,71,60,39,19,5,0,0,0,0,0,0,11,26,38,42,48,74,100,84,48,35,44,58,67,66,56,40,24,11,0,0,0,0,0,0,12,30,45,47,50,75,98,85,50,31,38,58,76,83,75,56,34,16,0,0,0,0,0,0,11,23,41,64,86,99,98,82,60,43,40,51,68,74,61,38,17,4
"101",101,"Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre)",1.35404009900761,103.887774150918,0,"People typically spend 30 min to 1 hr here",100,0,8,0,0,0,0,0,0,32,66,93,100,92,81,66,45,27,16,12,10,0,0,0,0,0,0,0,0,0,0,0,0,11,21,28,30,27,33,42,31,13,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,21,47,64,56,43,48,53,37,17,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,21,43,59,58,49,54,62,43,18,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,25,49,64,60,51,58,64,44,20,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,24,50,67,61,48,53,58,39,18,10,8,7,0,0,0,0,0,0,0,0,0,0,0,0,35,67,90,92,83,74,62,44,27,16,11,9,0,0,0,0,0,0
"102",102,"Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre)",1.35918935,103.88593935,0,"0",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"103",103,"Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market)",1.30217059904559,103.881689350918,0,"People typically spend 25 min to 1 hr here",53,0,12,0,0,0,0,0,0,0,39,67,79,77,74,70,60,46,37,32,29,25,21,16,11,0,0,0,0,0,0,0,0,0,36,51,51,50,72,86,59,32,23,20,18,15,11,8,5,0,0,0,0,0,0,0,0,0,34,58,62,57,73,83,60,34,24,22,19,17,14,10,7,0,0,0,0,0,0,0,0,0,34,60,64,63,87,99,72,42,31,28,25,22,18,14,10,0,0,0,0,0,0,0,0,0,42,68,70,65,85,100,75,43,31,28,26,23,19,15,11,0,0,0,0,0,0,0,0,0,47,69,63,55,76,89,64,37,28,26,24,20,17,13,9,0,0,0,0,0,0,0,0,0,42,80,93,80,79,84,66,44,34,31,28,25,21,17,12,0,0
"104",104,"Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre)",1.28005859906179,103.823789050918,0,"People typically spend 25 min here",98,0,9,0,0,0,0,0,4,24,55,86,100,88,60,33,15,8,5,5,4,3,1,1,1,0,0,0,0,0,0,0,6,18,28,28,23,19,18,14,6,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,12,29,46,56,56,48,37,24,14,6,3,1,1,1,0,1,1,0,0,0,0,0,0,0,8,25,43,54,54,44,36,30,19,7,1,1,0,1,1,1,1,0,0,0,0,0,0,0,8,25,41,51,52,48,39,27,17,9,4,2,1,0,1,1,1,0,0,0,0,0,0,0,5,26,46,52,48,43,36,26,15,8,4,2,1,0,1,1,1,0,0,0,0,0,0,0,5,29,60,84,88,74,51,31,16,7,4,3,3,2,1,1,1,0,0
"105",105,"Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre)",1.28690469905677,103.805961050918,0,"People typically spend 25 min to 1 hr here",36,0,12,0,0,0,0,0,0,0,0,30,45,58,65,63,53,41,34,38,50,57,51,34,16,4,1,0,0,0,0,0,0,0,0,35,38,38,56,89,70,32,26,33,39,40,36,27,17,8,0,0,0,0,0,0,0,0,0,37,41,43,59,88,73,37,29,36,43,45,40,30,18,8,0,0,0,0,0,0,0,0,0,38,42,45,67,100,80,39,30,38,46,48,44,33,21,10,0,0,0,0,0,0,0,0,0,42,45,46,65,98,79,38,29,38,46,49,45,35,23,12,0,0,0,0,0,0,0,0,0,41,42,43,62,87,73,39,29,37,47,52,49,40,27,15,0,0,0,0,0,0,0,0,0,35,48,61,69,68,58,47,41,44,54,61,59,45,26,10,0
"106",106,"Jalan Kukoh Blk 1 (Kukoh 21 Food Centre)",1.28825379905578,103.837691350918,0,"People typically spend 15-45 min here",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"107",107,"Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre)",1.34499849901423,103.728838650918,0,"People typically spend 30 min to 1 hr here",100,0,9,0,0,0,0,0,0,23,57,90,100,91,84,74,53,27,12,9,11,12,10,5,0,0,0,0,0,0,0,0,0,26,43,46,38,35,45,47,32,14,5,5,7,8,6,3,0,0,0,0,0,0,0,0,0,25,49,56,45,42,54,56,38,16,6,5,6,6,4,2,0,0,0,0,0,0,0,0,0,25,49,61,54,48,53,53,39,20,8,6,9,12,12,7,0,0,0,0,0,0,0,0,0,29,54,62,51,49,62,63,42,17,6,6,11,14,12,6,0,0,0,0,0,0,0,0,0,24,50,63,53,46,59,66,46,20,7,6,10,12,10,7,0,0,0,0,0,0,0,0,0,28,55,74,75,70,68,63,46,25,12,10,11,12,11,7,0,0,0
"108",108,"Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre)",1.34370649901517,103.735606550918,0,"0",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"109",109,"Jurong West Street 52 Blk 505",1.34986569901066,103.715971350918,0,"People typically spend 25 min to 1 hr here",68,0,10,0,0,0,0,0,0,32,61,86,98,100,91,71,45,26,20,24,30,31,26,16,0,0,0,0,0,0,0,0,0,15,26,34,35,34,35,34,27,17,11,14,23,29,26,15,0,0,0,0,0,0,0,0,0,20,38,50,53,49,47,41,29,16,10,16,26,32,28,17,0,0,0,0,0,0,0,0,0,21,39,51,52,50,50,46,35,21,12,14,24,33,29,16,0,0,0,0,0,0,0,0,0,22,40,51,52,50,49,44,33,19,12,16,27,35,30,17,0,0,0,0,0,0,0,0,0,24,40,52,58,55,49,40,29,20,13,15,25,35,33,19,0,0,0,0,0,0,0,0,0,32,57,78,85,81,71,59,42,25,17,20,29,33,29,18,0,0,0
"110",110,"Kallang Estate Fresh Market and Food Centre",1.30743159904173,103.881943250918,0,"People typically spend 15-45 min here",100,0,8,0,0,0,0,0,0,34,61,86,100,94,74,50,33,25,24,26,26,24,19,13,7,0,0,0,0,0,0,0,0,25,40,51,52,47,38,28,20,15,13,12,13,12,11,9,6,0,0,0,0,0,0,0,0,41,63,75,72,61,48,36,24,16,11,11,11,10,9,6,3,0,0,0,0,0,0,0,0,34,58,74,75,65,53,41,31,22,18,17,17,17,15,11,7,0,0,0,0,0,0,0,0,40,67,81,77,63,51,39,26,16,12,14,17,19,18,14,9,0,0,0,0,0,0,0,0,36,64,78,70,54,43,35,25,16,10,10,13,16,16,13,8,0,0,0,0,0,0,0,0,37,63,86,96,89,72,53,37,26,21,20,22,22,19,14,8,0,0
"111",111,"Kampung Admiralty Hawker Centre",1.43967589894489,103.798486050918,0,"0",100,0,11,0,0,0,0,0,0,0,35,61,81,89,95,100,89,67,52,56,69,77,71,54,33,0,0,0,0,0,0,0,0,0,29,51,71,82,84,79,69,58,53,53,55,54,47,36,24,0,0,0,0,0,0,0,0,0,28,49,70,84,87,79,66,54,49,48,50,49,44,35,23,0,0,0,0,0,0,0,0,0,35,59,74,79,87,92,80,58,46,50,60,65,61,48,31,0,0,0,0,0,0,0,0,0,30,48,68,86,96,93,79,61,50,50,60,69,67,51,30,0,0,0,0,0,0,0,0,0,36,62,79,83,85,87,79,63,52,53,62,69,65,52,34,0,0,0,0,0,0,0,0,0,33,64,86,88,83,81,76,61,51,54,65,73,71,58,39,0,0
"112",112,"Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre)",1.30237919904543,103.904116950918,0,"People typically spend 45 min here",56,0,12,0,0,0,0,0,0,0,31,63,87,93,94,100,96,76,57,52,56,57,48,32,17,0,0,0,0,0,0,0,0,0,24,38,43,43,52,66,62,40,25,26,33,36,31,21,11,0,0,0,0,0,0,0,0,0,24,40,49,51,56,64,61,44,28,26,32,36,33,24,13,0,0,0,0,0,0,0,0,0,27,42,50,54,61,68,65,50,37,35,41,43,35,22,10,0,0,0,0,0,0,0,0,0,28,41,48,51,59,69,66,48,32,33,43,50,46,32,17,0,0,0,0,0,0,0,0,0,33,46,50,51,59,69,66,47,32,30,38,45,43,32,19,0,0,0,0,0,0,0,0,0,32,60,78,79,78,85,84,67,47,44,55,66,61,43,22,0,0
"113",113,"Marine Terrace Blk 50A (50A Marine Terrace)",1.30577139904295,103.913539750918,0,"People typically spend 20-45 min here",89,0,8,0,0,0,0,0,0,29,59,88,100,90,71,54,41,33,28,25,22,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,29,25,20,14,12,11,11,11,9,0,0,0,0,0,0,0,0,0,0,22,47,65,65,57,49,40,30,22,18,15,13,11,9,0,0,0,0,0,0,0,0,0,0,26,50,67,68,60,55,50,38,26,20,17,16,14,11,0,0,0,0,0,0,0,0,0,0,26,52,70,69,59,51,45,34,23,17,15,13,11,9,0,0,0,0,0,0,0,0,0,0,30,60,78,72,56,51,47,36,24,18,15,14,12,9,0,0,0,0,0,0,0,0,0,0,39,69,91,96,85,68,51,37,28,23,20,18,15,12,0,0,0,0
